id,col,row,Longitude,Latitude,vs30
10274,2,48,12.972112831166829,42.64224419510747,465.0829
10275,3,48,12.978193937559965,42.64235172085742,568.7908
10276,4,48,12.984275077238602,42.64245892402964,563.793
10277,5,48,12.99035625010294,42.6425658046193,558.7558
10278,6,48,12.99643745605318,42.642672362621504,507.92288
10279,7,48,13.002518694989538,42.64277859803133,517.18335
10280,8,48,13.00859996681218,42.64288451084386,509.24374
10281,9,48,13.014681271421326,42.64299010105436,547.6184
10282,10,48,13.02076260871716,42.64309536865788,518.0346
10283,11,48,13.026843978599857,42.643200313649686,519.9052
10284,12,48,13.032925380969608,42.6433049360249,529.7332
10285,13,48,13.039006815726571,42.6434092357788,519.7012
10286,14,48,13.045088282770957,42.64351321290643,533.3828
10287,15,48,13.051169782002916,42.6436168674032,511.49002
10288,16,48,13.057251313322627,42.64372019926434,445.85773
10289,17,48,13.06333287663024,42.643823208485024,502.82748
10290,18,48,13.069414471825926,42.64392589506064,528.4089
10291,19,48,13.075496098809856,42.6440282589864,529.1412
10292,20,48,13.081577757482163,42.64413030025763,544.9533
10293,21,48,13.087659447743023,42.64423201886967,514.9868
10294,22,48,13.09374116949256,42.6443334148178,532.5119
10295,23,48,13.099822922630938,42.64443448809747,533.7681
10296,24,48,13.105904707058292,42.64453523870398,594.4949
10297,25,48,13.111986522674774,42.64463566663272,497.33597
10298,26,48,13.118068369380492,42.64473577187907,493.9939
10299,27,48,13.124150247075605,42.64483555443847,450.01205
10300,28,48,13.130232155660234,42.64493501430632,555.26416
10301,29,48,13.136314095034509,42.64503415147805,573.3877
10302,30,48,13.142396065098536,42.64513296594923,548.4616
10303,31,48,13.148478065752457,42.645231457715134,577.1973
10304,32,48,13.15456009689637,42.64532962677144,513.0161
10305,33,48,13.160642158430402,42.64542747311349,573.49243
10306,34,48,13.166724250254669,42.64552499673692,529.3003
10307,35,48,13.172806372269262,42.64562219763715,551.0321
10308,36,48,13.178888524374292,42.64571907580978,540.1888
10309,37,48,13.184970706469857,42.6458156312504,526.80963
10310,38,48,13.191052918456052,42.64591186395451,549.9617
10311,39,48,13.197135160232987,42.646007773917766,542.0426
10312,40,48,13.20321743170074,42.64610336113573,563.0704
10313,41,48,13.209299732759412,42.64619862560404,560.079
10314,42,48,13.215382063309066,42.64629356731828,495.07648
10315,43,48,13.221464423249806,42.64638818627419,497.2555
10316,44,48,13.227546812481712,42.64648248246732,497.22043
10317,45,48,13.233629230904844,42.646576455893445,478.00073
10318,46,48,13.239711678419289,42.64667010654817,466.74573
10319,47,48,13.245794154925102,42.646763434427264,506.28024
10320,48,48,13.251876660322369,42.64685643952642,476.55106
10321,49,48,13.25795919451115,42.64694912184139,474.47772
10322,50,48,13.264041757391484,42.6470414813679,478.86716
10323,51,48,13.270124348863463,42.64713351810169,488.17526
10324,52,48,13.27620696882712,42.64722523203866,456.19034
10325,53,48,13.282289617182515,42.647316623174426,457.34848
10326,54,48,13.288372293829704,42.64740769150501,411.57858
10327,55,48,13.294454998668709,42.64749843702604,411.57858
10328,56,48,13.300537731599604,42.6475888597334,443.48755
10329,57,48,13.306620492522418,42.64767895962305,439.22113
10330,58,48,13.31270328133718,42.64776873669074,447.07047
10331,59,48,13.31878609794393,42.6478581909324,471.7794
10332,60,48,13.324868942242706,42.64794732234392,478.94193
10333,61,48,13.330951814133526,42.64803613092122,469.37915
10334,62,48,13.337034713516422,42.64812461666023,466.47754
10335,63,48,13.343117640291428,42.64821277955688,463.0151
10336,64,48,13.349200594358546,42.64830061960718,487.07758
10337,65,48,13.355283575617804,42.648388136807,562.21436
10338,66,48,13.361366583969222,42.64847533115233,534.7776
10339,67,48,13.3674496193128,42.648562202639326,558.1718
10340,68,48,13.373532681548554,42.64864875126383,551.8448
10341,69,48,13.379615770576477,42.64873497702193,528.1185
10342,70,48,13.385698886296604,42.64882087990976,473.15723
10343,71,48,13.3917820286089,42.64890645992321,531.39124
10344,72,48,13.397865197413378,42.648991717058536,544.6167
10345,73,48,13.403948392610042,42.6490766513117,517.0868
10346,74,48,13.410031614098882,42.6491612626788,465.03558
10347,75,48,13.416114861779874,42.64924555115604,545.44147
10348,76,48,13.422198135553018,42.64932951673953,473.81946
10349,77,48,13.428281435318288,42.64941315942538,463.49725
10350,78,48,13.434364760975669,42.64949647920977,483.48138
