,id,Longitude,Latitude,vs30,BuildingClass
21482,105,13.468331833816784,42.36212626995249,432.30365,A
4533,106,13.324826437914812,42.35158928259264,451.59326,A
23577,107,13.398552900000002,42.34791358847801,454.97943,A
33350,108,13.29641525377988,42.37457675832806,416.2536,A
14828,109,13.402068253674342,42.35769257195336,453.2954,A
15207,110,13.282353677182924,42.37440226021207,476.932,A
23819,111,13.45424064812716,42.36776219259103,459.35007,A
30602,112,13.34706411336388,42.41403761172999,458.316,A
7766,113,13.475556423156274,42.3571770094732,445.99005,A
29468,114,13.303009219628253,42.32247604841043,469.45486,A
19224,115,13.507117662042996,42.416651259269976,434.45267,A
14465,116,13.3959777,42.3414830884724,451.37082,A
8750,117,13.345742753122316,42.36626475893636,539.02734,A
29806,118,13.475630487817604,42.35636087277876,455.14786,A
31109,119,13.519516293209454,42.37780119428214,435.3471,A
33949,120,13.52010538861246,42.37958862184838,421.37854,A
16963,121,13.457180409024522,42.395774603702655,463.32584,A
33217,122,13.339509804292357,42.36963491272537,508.94736,A
29920,123,13.43073269848562,42.35699332140529,456.88516,A
30067,124,13.439910306443933,42.30343582034239,426.35745,A
20732,125,13.325974041018346,42.35263617751755,451.47205,A
12628,126,13.39810725503138,42.35402941880111,455.048,A
30408,127,13.454033586919682,42.397961376885135,465.9258,A
20517,128,13.397917963827831,42.34852165325612,454.6099,A
21123,129,13.332467710833477,42.38686118517036,407.25452,A
7836,130,13.344909299999989,42.3829495885086,436.56543,A
27445,131,13.423780978900623,42.35614466623827,458.2464,A
11872,132,13.228032606077218,42.40507754371205,460.11157,A
16923,133,13.458882405403225,42.39797617505529,467.22174,A
29424,134,13.353266784905218,42.37740449345771,536.87976,A
29017,135,13.318665011496009,42.400241512853526,453.69507,A
10689,136,13.396218800000009,42.3381524884695,449.66296,A
27388,137,13.47786065870129,42.353029681645246,427.9945,A
6456,138,13.445548600000006,42.30784108844306,498.149,A
16195,139,13.40292462545395,42.35784448847765,453.97656,A
22553,140,13.339812441663458,42.41879709497864,449.91776,A
23497,141,13.235026289572057,42.411180692609726,456.01584,A
12962,142,13.398420596043264,42.34669680451688,507.05,A
16364,143,13.39311984824085,42.35148538450715,472.9161,A
12178,144,13.396036415926448,42.362415489158174,453.84885,A
16906,145,13.41322954053184,42.40079526174212,411.57858,A
10699,146,13.3953159,42.3536420942415,509.9307,A
11399,147,13.367626209699008,42.3677063820009,451.83466,A
30461,148,13.451694580418335,42.33810844236995,448.90555,A
12079,149,13.236802468818317,42.4104007039914,467.93674,A
29945,150,13.505665706196025,42.416701670171605,440.371,A
33596,151,13.392683022594126,42.354483120581484,543.14954,A
26654,152,13.339651377670291,42.41807931554363,459.75873,A
15032,153,13.403102890137957,42.36100231240536,455.17242,A
16767,154,13.396834799999992,42.350627888480375,454.3513,A
11332,155,13.313111353232957,42.35215538960157,451.1812,A
34452,156,13.344417816118064,42.36639906441352,490.23047,A
26772,157,13.473024496069105,42.35527541884968,428.01736,A
13890,158,13.395127890505666,42.3484347811134,524.6535,A
13128,159,13.390486300000005,42.3471923942387,589.8093,A
30176,160,13.49737969839592,42.39303414615247,411.57858,A
19935,161,13.285178117837496,42.39509977825875,490.6936,A
19100,162,13.460976555449728,42.36481951441769,440.3188,A
14031,163,13.400280899999997,42.35346489424143,455.2717,A
13203,164,13.406660347814498,42.355368153031534,453.85522,A
7270,165,13.39655397093776,42.35010430686705,454.1929,A
13057,166,13.340408293023568,42.41642729568473,474.66782,A
34247,167,13.285272363910966,42.32793654106823,453.9957,A
12987,168,13.3951819,42.35171508848134,465.8367,A
7888,169,13.4641764,42.31898278845276,371.37045,A
14081,170,13.343822540519373,42.368768988550286,384.36423,A
16898,171,13.39624150833044,42.3596063455531,453.86163,A
23537,172,13.493071376655898,42.32918096711847,371.37045,A
33655,173,13.506234001715706,42.41397009023422,474.48557,A
15961,174,13.426146264106531,42.30824364396248,523.6086,A
24117,175,13.366930953837684,42.36610249882858,450.6831,A
10630,176,13.459520055934387,42.39641761529826,475.25595,A
12393,177,13.284045321170709,42.34542223918821,462.93768,A
29825,178,13.46313192484477,42.36438398634267,415.42026,A
32658,179,13.50466095780246,42.416103777761535,454.4867,A
15195,180,13.402492199999996,42.34646868847683,452.17444,A
29324,181,13.474204667453792,42.35894112449072,452.7558,A
13135,182,13.4760515714825,42.35526158633586,428.39224,A
18329,183,13.310177618526785,42.349449507205215,454.70303,A
29960,184,13.431095340932574,42.35698099182172,456.88516,A
17664,185,13.338582000000008,42.38475599425509,407.1761,A
32849,186,13.299016487615312,42.37783620275318,383.92978,A
17053,187,13.396997341361086,42.36012327597165,454.18655,A
14855,188,13.346129998151795,42.41903993553774,468.35278,A
14521,189,13.398453500000008,42.35435238848372,454.9545,A
29526,190,13.34380714490851,42.41432627608713,458.8577,A
13115,191,13.46832073571004,42.355617998826304,427.8858,A
6816,192,13.4015387,42.35281098848229,455.02933,A
16036,193,13.392135178604455,42.36842232799922,454.52176,A
11676,194,13.341481095362374,42.36586358891645,542.0456,A
20167,195,13.29502073597128,42.386734468967305,492.06934,A
8033,196,13.344738717610596,42.41800135837393,457.11057,A
34149,197,13.479540380953017,42.32756940790512,355.26923,A
19232,198,13.49192317275692,42.386714474539374,411.57858,A
33670,199,13.337710243143423,42.41805309395484,460.20676,A
15622,200,13.34519137625979,42.34323272176933,399.34195,A
15073,201,13.521072052807815,42.37539656924943,459.8711,A
1710,202,13.297340747564302,42.313983644759766,465.88312,A
12158,203,13.32374353051615,42.35171535062932,451.41135,A
16793,204,13.3963771,42.34398848847463,478.18198,A
29317,205,13.404197395716684,42.36322527631484,456.31937,A
13571,206,13.3991471,42.34878458847879,454.8983,A
20266,207,13.472510966748862,42.36107857537697,422.81705,A
16655,208,13.400795809741773,42.3523117226308,455.10403,A
19639,209,13.493493608855044,42.39289750170172,469.71332,A
29399,210,13.459000813019555,42.36416407371348,427.86285,A
29905,211,13.338922075191675,42.41367439995896,481.15692,A
26175,212,13.399141699999996,42.35264248848213,455.0978,A
13030,213,13.469413193591746,42.36407784851768,487.3752,A
20777,214,13.52126150933881,42.37656514380767,475.02036,A
20510,215,13.339072234827684,42.41638108744342,464.19272,A
29867,216,13.285253974106864,42.34538289324914,461.91736,A
32903,217,13.457515325250393,42.36783085520449,427.4998,A
30561,218,13.422159528961872,42.340380198048926,556.23334,A
29970,219,13.476558666138043,42.3598544345813,480.4997,A
15097,220,13.41703972240687,42.34190969221956,523.3529,A
13183,221,13.395261799999998,42.35266888848221,475.47662,A
31080,222,13.39633984671279,42.3549024798666,454.33865,A
33374,223,13.234097073406536,42.41193353008188,464.95334,A
28890,224,13.391287896762355,42.366281334329,453.56653,A
14981,225,13.391025788443578,42.36592856414362,453.36658,A
13573,226,13.400295700000008,42.35336538848282,455.2717,A
30632,227,13.369090397121589,42.33538665206773,468.96683,A
29610,228,13.298733619347992,42.39700791692555,519.38916,A
13583,229,13.39250945177991,42.349246018613336,605.62646,A
21881,230,13.379658152881875,42.33168850875951,450.34164,A
34498,231,13.400861199999998,42.35428238848357,454.86078,A
34389,232,13.470504054077368,42.35988204251456,412.7756,A
15346,233,13.393604338659454,42.35363858253255,510.8206,A
22665,234,13.406388161559091,42.32482317116073,458.28168,A
7994,235,13.396811799999991,42.344816688475305,515.203,A
23286,236,13.408047203800193,42.34347941076439,565.1606,A
29321,237,13.348653875697396,42.36851841866681,407.54868,A
20596,238,13.346180775169188,42.41777281555464,460.58646,A
21636,239,13.494946059866122,42.38868899225919,411.57858,A
19880,240,13.315818029888929,42.39915998836081,454.14844,A
12730,241,13.40061,42.34956998847951,454.33865,A
21571,242,13.390468419670446,42.35817335527276,450.9908,A
7879,243,13.417194004987346,42.39803977753331,411.57858,A
26701,244,13.235335944613665,42.4101765409006,478.2095,A
11950,245,13.227684154422484,42.40535983619301,475.40756,A
30464,246,13.41777739621946,42.35065321231743,454.56586,A
16921,247,13.4027642,42.34796679423905,453.98294,A
4835,248,13.361983900000006,42.35892838848767,406.11087,A
13839,249,13.396882599999993,42.347555688477705,522.56494,A
13240,250,13.3955214,42.35235288848192,475.47662,A
15054,251,13.474124092832422,42.36174623866058,481.12424,A
15221,252,13.389616452483056,42.368868525062176,453.46344,A
21315,253,13.397465099999996,42.34264729423675,567.1126,A
13866,254,13.395254,42.34851798847856,524.6535,A
15216,255,13.45619535864166,42.39761621805224,461.51367,A
15332,256,13.338636540988148,42.37355064980466,450.5388,A
33002,257,13.338911187241951,42.415663305175016,476.40073,A
34539,258,13.281737014256528,42.39421741470387,479.8427,A
16461,259,13.282760813400833,42.397438091848194,506.97714,A
12860,260,13.396191900000003,42.35429168848363,454.42715,A
33511,261,13.33698964814908,42.372249234853584,452.08807,A
29181,262,13.285979165193828,42.34535927874063,461.44556,A
27446,263,13.395568100000002,42.34536048847583,519.68115,A
23609,264,13.347409713084852,42.36792694282671,407.26053,A
18934,265,13.477855454388202,42.35293946221931,427.97736,A
29392,266,13.493811065559274,42.38583558261367,411.57858,A
4274,267,13.356667000000009,42.32799128846066,437.0733,A
29258,268,13.339272475976015,42.41998999344212,448.4729,A
16303,269,13.341536631055522,42.41928239538308,454.9822,A
22627,270,13.4169496,42.34656859423844,452.49194,A
27293,271,13.519085319283723,42.37872020558856,455.4507,A
13886,272,13.45482124077804,42.36521120918084,427.61545,A
8633,273,13.495803226996038,42.32827271482799,371.37045,A
35258,274,13.462515091460778,42.32200804162,356.91837,A
14050,275,13.38991233957754,42.35016272679787,547.98895,A
2238,276,13.366114870551105,42.36667208003011,450.9499,A
19173,277,13.401476999999996,42.35275738848222,455.02933,A
27296,278,13.467273449262766,42.36478416786589,462.471,A
33197,279,13.458651847589431,42.36652636280114,427.3198,A
15479,280,13.39951559685545,42.32315667317501,531.1977,A
19937,281,13.293724099893618,42.34971674419242,460.74692,A
10910,282,13.357349662506577,42.32890799199431,434.86746,A
14925,283,13.505608027727368,42.41363024092479,479.46063,A
7998,284,13.465504228769031,42.32136297704666,371.37045,A
29602,285,13.396185699999997,42.34955388847951,510.80634,A
17570,286,13.4090423,42.357809394243326,454.43344,A
11927,287,13.234198683181283,42.41156873770512,472.36966,A
28830,288,13.454736294626246,42.338365922069066,448.56876,A
8268,289,13.504745335132318,42.413388998484166,471.45874,A
20434,290,13.292491084407004,42.34487581963047,463.86972,A
10599,291,13.390180383061256,42.36812643185919,453.37952,A
33240,292,13.379237635666389,42.36523922240975,450.9908,A
16325,293,13.396907399999996,42.35210428848164,454.307,A
13455,294,13.387954400000003,42.355222594242186,449.99167,A
16500,295,13.456311140884116,42.39752186025017,461.51367,A
11091,296,13.291856814850984,42.348783368743234,463.81357,A
18112,297,13.389816900000008,42.35791638848677,450.54565,A
7515,298,13.453376035149166,42.33787010033001,448.39578,A
10214,299,13.480602065374088,42.356460708764125,480.257,A
22920,300,13.497244388105267,42.3865302715536,411.57858,A
10618,301,13.234769744581165,42.41091775578729,470.52954,A
13090,302,13.393347352487629,42.35337603870067,510.8206,A
27399,303,13.455747759520111,42.3982642935524,469.46558,A
29234,304,13.40701627738633,42.32308439019647,504.77158,A
18412,305,13.453012968186824,42.36536349731286,427.5981,A
8746,306,13.285479633216896,42.32729703798194,454.1103,A
18767,307,13.36794803923111,42.35395579155648,405.82428,A
15547,308,13.421020721220769,42.33951484478814,538.99225,A
6777,309,13.422856400000004,42.30804158844327,513.0803,A
28977,310,13.343912410406494,42.41622095075781,453.15857,A
17344,311,13.290814614333016,42.36074901292064,408.3829,A
3147,312,13.3813789849279,42.366704197999645,452.00153,A
12786,313,13.400496842645849,42.34915794241565,454.27533,A
16367,314,13.39428793321493,42.35072293379663,481.1599,A
17823,315,13.39488125377711,42.35910973887945,452.83337,A
7747,316,13.343844699999998,42.38318868850885,408.52313,A
15638,317,13.419474500000003,42.33764238846904,539.1067,A
18127,318,13.389895313976464,42.360904457216414,452.1811,A
5979,319,13.416836000000002,42.330788588463136,446.80817,A
8021,320,13.4051945,42.36325268849142,456.38593,A
33436,321,13.422681850475389,42.33891611720626,526.6446,A
14042,322,13.39156788593173,42.34972964955352,583.2402,A
15447,323,13.301552199999994,42.32530419422914,468.45612,A
18853,324,13.33407989453734,42.36782580349841,453.22415,A
20385,325,13.398489047892737,42.352208648887405,454.7982,A
16692,326,13.401068092015214,42.35284492016143,454.9545,A
18028,327,13.3909256,42.3651569884931,452.81375,A
13100,328,13.38070571182541,42.33309975219058,471.35602,A
19287,329,13.377700000000004,42.36572608849357,450.8543,A
17817,330,13.393463599999992,42.357810588486686,452.04816,A
14935,331,13.294131310409496,42.3460877731676,463.7011,A
16720,332,13.396450136551357,42.34396087326915,478.18198,A
13249,333,13.494803108676733,42.39249059525278,448.32782,A
20295,334,13.39766700000001,42.34758318847775,507.1662,A
28882,335,13.346276091828187,42.41948703714248,471.7894,A
19625,336,13.350630520463756,42.34088276818397,448.48492,A
29123,337,13.40639899281516,42.363602959299705,456.35568,A
23105,338,13.342793117602865,42.387333335983,408.7789,A
14952,339,13.392199511123824,42.35449937564298,534.2961,A
22412,340,13.433007099999994,42.346105788476486,552.93744,A
14831,341,13.31307664946476,42.35152378241432,451.24225,A
16424,342,13.414074528464152,42.32374971421735,450.20715,A
34306,343,13.340735441225696,42.41795307602301,420.24997,A
17791,344,13.391084500000003,42.358174888486985,451.3032,A
19415,345,13.47205476455931,42.35946710841245,444.59866,A
20026,346,13.294137442670438,42.37501267843778,415.04285,A
34398,347,13.306774111057877,42.35362874830224,450.9908,A
29252,348,13.306633437412453,42.35327178999725,451.0725,A
15233,349,13.3440663,42.383124494254346,408.52313,A
9053,350,13.341068411472031,42.41739973232642,459.1693,A
16758,351,13.3996521,42.34861359423932,454.89203,A
12900,352,13.400501930697606,42.3492481669427,454.33865,A
7490,353,13.493955908861066,42.39459903242157,455.62875,A
20529,354,13.469399063087913,42.361727994672,447.44052,A
7738,355,13.465383799999996,42.320660888454206,371.37045,A
8457,356,13.49077722446583,42.38575974292514,411.57858,A
20184,357,13.299713632448356,42.352955950313735,451.7007,A
6630,358,13.284548688971618,42.39466831620804,483.56815,A
13121,359,13.284886463781806,42.34530446674729,461.6192,A
16370,360,13.4058183181775,42.323305644369306,524.462,A
14789,361,13.353427883869884,42.37812227683821,540.3588,A
17682,362,13.405455099999992,42.36597919424688,455.94736,A
6782,363,13.457715716830092,42.36710081521073,427.6616,A
29244,364,13.377160681168212,42.33032580520904,449.72034,A
30435,365,13.422492057796822,42.30782532829858,523.9079,A
29415,366,13.302886823524473,42.33350810811295,468.38553,A
20245,367,13.430646835995024,42.34271348517099,498.4088,A
29391,368,13.401480323921684,42.33439014278833,451.03168,A
16237,369,13.405205329972173,42.36391443275539,456.78934,A
15780,370,13.4005476,42.34972189423981,454.55325,A
9604,371,13.472084842415562,42.35368058325995,427.67313,A
17724,372,13.401690466298598,42.36602164616155,461.5498,A
29977,373,13.326513717220184,42.35144328082092,452.21426,A
20205,374,13.425683608735987,42.3086209625037,516.80084,A
22600,375,13.412845400000007,42.34732518847751,453.5601,A
11894,376,13.230486246740506,42.405631777373394,419.97754,A
26761,377,13.355703617810557,42.32760682455366,426.25925,A
13926,378,13.430737738151764,42.31450595844079,487.31793,A
7281,379,13.29340114856458,42.39700121067098,509.23767,A
19551,380,13.465496343627532,42.36547798832448,448.22464,A
29834,381,13.479459122596248,42.35134739399924,428.0345,A
19502,382,13.400162399999996,42.34055218847159,447.86554,A
12713,383,13.403207699999998,42.35229628848186,455.29028,A
18803,384,13.374853886150795,42.35833517600335,407.24847,A
15019,385,13.396306480608663,42.35860980761991,453.4441,A
33527,386,13.405923499999997,42.352190488481824,453.82324,A
16459,387,13.465300527001055,42.31992356231405,371.37045,A
7455,388,13.412997400000007,42.357306388486265,454.97943,A
13758,389,13.45941706944084,42.36297464197045,427.5692,A
14748,390,13.459098414216289,42.39751680236438,468.17154,A
27300,391,13.395249814188846,42.350600176949584,496.19812,A
18045,392,13.389568900000002,42.36845558849592,453.46344,A
27310,393,13.284156359526518,42.345237841550194,462.05164,A
31411,394,13.341753601577873,42.41882327596955,455.82556,A
14845,395,13.481832708929998,42.35470067681299,455.26703,A
18207,396,13.367911499999996,42.36230088849061,406.4015,A
16365,397,13.432697452240008,42.30214480396826,551.07587,A
34684,398,13.45237747813595,42.36484285741217,430.72186,A
33944,399,13.469430846967654,42.3538622688458,427.73074,A
19993,400,13.440413964148055,42.30378024216716,426.35745,A
17037,401,13.278513574059795,42.3750693993164,490.8887,A
33140,402,13.458246509090234,42.39745559019105,465.04703,A
29507,403,13.431861714254808,42.35767810424594,577.07214,A
14804,404,13.396200843623893,42.35888454802636,453.7784,A
34563,405,13.37826373226544,42.33272957685614,480.56134,A
23059,406,13.355914799999995,42.37476858850148,452.26727,A
32150,407,13.40742792218061,42.35823489887223,454.31967,A
28874,408,13.474014897842723,42.351444584457205,427.29068,A
13404,409,13.400953300000005,42.34708568847736,453.20468,A
12203,410,13.234430987678932,42.411380528887946,465.27353,A
16264,411,13.34509316549207,42.36547275816948,504.2237,A
20007,412,13.477295561704674,42.35793068066126,468.6336,A
15143,413,13.441689511316618,42.36222481895061,418.57397,A
32856,414,13.39545260000001,42.35374328848317,453.72714,A
15874,415,13.291317902350851,42.36109416383708,408.28912,A
26197,416,13.398700279183526,42.35165916014778,454.96072,A
18780,417,13.341633367713976,42.41665793514938,462.17422,A
13462,418,13.401267499999996,42.34698388847725,557.2401,A
17897,419,13.392246159405326,42.35748085278711,451.49902,A
18776,420,13.3718564977073,42.354548416896925,406.81818,A
20440,421,13.46413390948949,42.32068684494213,371.37045,A
26497,422,13.356206996899251,42.327951661333735,437.0733,A
20504,423,13.35432460502568,42.378996407440525,558.1544,A
13921,424,13.3938597,42.34818948847827,489.08435,A
30091,425,13.466434412055142,42.32069820610064,371.37045,A
29885,426,13.323933919071251,42.32441012686018,465.24234,A
6046,427,13.4117494,42.32666918845948,450.0474,A
15640,428,13.36001291186086,42.32890971328698,434.7537,A
10703,429,13.396712099999991,42.33852038846985,448.9127,A
16660,430,13.3424152,42.382535094254095,407.1217,A
18775,431,13.402799730727418,42.35134020630812,455.02933,A
15542,432,13.337933153195376,42.41551485722479,445.74194,A
33344,433,13.395706499999998,42.35473009424198,453.94467,A
29367,434,13.401358177693282,42.34940009880604,453.82965,A
10780,435,13.29827019824786,42.311060615911046,459.31372,A
15387,436,13.347162887898008,42.36784473626129,407.26053,A
29824,437,13.340391631292578,42.420495314867125,474.77023,A
2215,438,13.424748043855644,42.30919514037418,508.4521,A
14960,439,13.395194988827493,42.351777164957866,465.8367,A
16664,440,13.399522500000002,42.35174018848138,455.12268,A
29896,441,13.49494552846546,42.39076813252141,411.57858,A
33064,442,13.393826799999998,42.35100078848074,497.50107,A
16192,443,13.397281453942195,42.35441880632993,454.7355,A
29838,444,13.483678058336636,42.35310020261724,440.6906,A
13348,445,13.40017,42.34954998847952,454.93576,A
6616,446,13.301460911191633,42.32514816768472,468.02283,A
15038,447,13.4015458,42.35282378848237,455.02933,A
19066,448,13.434550075031026,42.302804926763145,550.89075,A
13879,449,13.395158800000006,42.34860418847864,524.6535,A
11352,450,13.340015236679877,42.415897964823806,483.9816,A
29332,451,13.354535923389006,42.32619932786929,445.21698,A
13085,452,13.395152500000004,42.352999688482456,485.68985,A
8100,453,13.34179849999999,42.368218488495785,555.51624,A
18828,454,13.4258587,42.33508258846686,371.37045,A
23202,455,13.425721333907672,42.33700499548097,448.33075,A
7962,456,13.34149525173118,42.36830371151475,536.5113,A
19811,457,13.398879999999997,42.34818808847833,455.03555,A
14937,458,13.352289338227555,42.37725617529764,451.63358,A
23369,459,13.29521095634817,42.37470646979693,425.56598,A
13073,460,13.39520790000001,42.35335218848273,509.9307,A
17830,461,13.395609700000003,42.358322288487166,453.3601,A
4147,462,13.367197961950888,42.36654555767774,450.9499,A
20323,463,13.49454027143592,42.392138107770045,444.03586,A
17857,464,13.498141157535226,42.326835637707205,371.37045,A
14568,465,13.393845499999992,42.34641518847672,534.97424,A
19874,466,13.344128665841342,42.41793117081171,464.65817,A
26939,467,13.418177079254209,42.39827768598145,411.57858,A
13439,468,13.3933629,42.35424818848352,508.03668,A
7299,469,13.465033015740712,42.3194807485682,371.37045,A
6829,470,13.470749612593355,42.36204314654835,443.48364,A
30047,471,13.398438194171185,42.35130640445065,454.41452,A
29285,472,13.397409707491724,42.35884385764157,453.61157,A
8675,473,13.469059512357612,42.32214476585279,371.37045,A
34547,474,13.407417160109166,42.364472544779005,456.6332,A
29892,475,13.347738809844916,42.41745001914207,467.1227,A
14211,476,13.393889999999995,42.351629994240646,490.87695,A
18206,477,13.3679087,42.36239418849066,406.4015,A
22420,478,13.2989407579566,42.31447369062074,492.71243,A
19433,479,13.423907599999987,42.35596568848511,458.2464,A
8629,480,13.464391060783878,42.32094921485528,371.37045,A
13471,481,13.399884500000006,42.34686878847715,509.77692,A
7288,482,13.304962079874732,42.32277365837905,469.1933,A
16860,483,13.456058863222276,42.39734970705515,461.51367,A
3113,484,13.23455683600262,42.4114668830697,465.27353,A
20727,485,13.386605149945382,42.358393471986346,450.4078,A
33467,486,13.494778005330422,42.387881239667486,411.57858,A
20424,487,13.453635242681695,42.336053245205456,446.59064,A
33827,488,13.39785695618631,42.347438955817104,507.1662,A
18192,489,13.398676809332576,42.33620217567696,451.53268,A
29255,490,13.297025247457334,42.39679255009718,511.92145,A
33642,491,13.357118045975094,42.32909649227463,426.1288,A
17383,492,13.35874937710388,42.327957436308765,435.04218,A
20105,493,13.40114062396689,42.35627751409677,453.95105,A
15655,494,13.377016788835078,42.36883891084496,585.0039,A
6106,495,13.445425900000007,42.30792068844314,498.149,A
20161,496,13.471586817852366,42.35975440169701,402.9328,A
34139,497,13.393367664451969,42.353736937139,520.14166,A
15039,498,13.286450303716276,42.37399779536763,469.02478,A
14726,499,13.390978765502506,42.350020642007934,585.694,A
20505,500,13.27871123912568,42.37424947011068,475.3397,B
